Chapter_Name,Chapter_Content
Libro Segundo - XXX,"De algunas cosas somos testigos nosotros mismos. En este caso, examinemos el carácter e intención de los que las hacen. ¿Es un niño? se perdona a la edad; ignora, si hace daño. ¿Es un padre? o nos ha hecha bastante bien para adquirir derecho a una ofensa, o tal vez es un favor más el que tomamos por injuria. ¿Es una mujer? se engaña. ¿Es por mandato? ¿quién podría, sin injusticia irritarse contra la necesidad? ¿Es por represalia? no se te injuria si sufres lo que tú has hecho sufrir antes. ¿Es un juez? respeta más su sentencia que la tuya. ¿Es un rey? si te castiga culpable, cede a la justicia; si inocente, cede a la fortuna. ¿Es un animal irracional u otro ser parecido? te haces semejante a él irritándote. ¿Es una enfermedad, una calamidad? más pronto pasará si la soportas. ¿Es un dios? pierdes el trabajo irritándote contra él, lo mismo que al invocar su cólera contra otro. ¿Es un varón justo el que le ha injuriado? no lo creas. ¿Es un malvado? no te asombres; otro le castigará por lo que te ha hecho; y ya lo está por la falta misma que ha cometido. Dos circunstancias, como dije, excitan la ira: primera, si creemos que se nos ha injuriado: sobre ésta ya hemos dicho bastante; segunda, cuando nos parece que ha sido injustamente: de ésta vamos a ocuparnos. Los hombres consideran como injustas ciertas cosas que no merecen sufrir u otras que no esperaban. Consideramos inicuo lo improvisto; así es que lo que ocurre contra lo que esperábamos es lo que más subleva. No por otra razón nos ofenden en nuestra casa hasta las cosas más pequeñas, y consideramos injuria la negligencia del amigo."
Libro Segundo - XXXI,"«¿Por qué, dicen, somos tan sensibles a los ultrajes de un enemigo?» Porque no los esperábamos, o porque exceden a lo que esperamos. Esto es efecto de excesivo amor propio: consideramos que debemos ser inviolables hasta para nuestros enemigos. Cada cual tiene en su interior pretensiones de rey, y quiere tener sobre los demás autoridad absoluta, sin conceder ninguna sobre él. Así, pues, la ignorancia de las cosas o la presunción es lo que nos hace irascibles. La ignorancia ¿puede extrañarse que los malvados realicen el mal? ¿Qué de particular tiene que un enemigo perjudique, que un amigo ofenda, que un hijo se extravíe, que un esclavo delinca? Fabio decía que era deplorable excusa para un general decir: No pensé en ello: por mi parte creo que es deplorable para todo hombre. Piensa en todo; prevelo todo: hasta en los caracteres mejores existen asperezas. La naturaleza humana produce amigos insidiosos, produce ingratos, produce codiciosos, produce impíos. En tus juicios acerca de las costumbres de uno solo, piensa en las costumbres públicas: cuando te felicitas más, debes temer más; cuando todo te parece tranquilo, no han desaparecido las tempestades, sino que están adormecidas: piensa que siempre existe algo que puede perjudicarte. El piloto no despliega nunca todas sus velas con seguridad tan completa, que no estén preparadas las jarcias para replegarlas. Recuerda sobre todo que la pasión de dañar es infame y odiosa, y completamente extraña a la índole del hombre, cuya bondad dulcifica hasta las naturalezas más agrestes. Contempla al elefante doblando la cabeza bajo el yugo, al toro dejando que impunemente monten en su lomo mujeres y niños, a las serpientes deslizándose entre nuestras copas y rodeando nuestros pechos con inocentes pliegues, y, en nuestras casas, leones y osos abriendo ante nuestras manos bocas pacíficas y prodigando caricias a sus amos: vergüenza sería haber cambiado con los animales las costumbres. Crimen es dañar la patria, por consecuencia también a un ciudadano, que es parte de la patria. Cuando el todo es sagrado, la parte tiene derecho al respeto; luego el hombre es sagrado, porque es tu conciudadano en la gran ciudad. ¿Qué sucedería si las manos quisiesen dañar a los pies y los ojos a las manos? Así como todos los miembros deben estar de acuerdo, porque a todos interesa la conservación de cada uno, así también los hombres deben socorrerse recíprocamente, porque han, nacido para vivir en común: y no puede salvarse la sociedad sin el amor y mutuo apoyo de cada una de sus partes. No aplastaríamos ni a las víboras y serpientes de agua, funestas por sus golpes y mordeduras, si pudiésemos domesticarlas como a los otros animales, e impedirles que fuesen dañosas para nosotros y para los demás. Así también no castigaremos al hombre porque pecó, sino para que no peque más; y en sus penas, la ley no atiende a lo pasado, sino a lo porvenir; porque no se irrita sino que prevé. Si se hubiese de castigar toda índole depravada y dispuesta al mal, la pena no exceptuaría a nadie."
Libro Segundo - XXXII,"«Pero la cólera encierra cierto placer, y es dulce devolver el mal». De ninguna manera; porque si es bella cosa en los favores recompensar el bien con el bien, no lo es devolver injuria por injuria, en aquello es vergonzoso ser vencido; en esto, vencer. La venganza no es palabra humana (por lo que se la confunde con la justicia), y el talión solamente se diferencia de ella en que es ordenado. El que devuelve la injuria peca aunque con alguna excusa. Un hombre golpeó por equivocación en los baños públicos a M. Catón, a quien no conocía, ¿quién la, hubiese ofendido conociéndole? y excusándose en seguida, dijo Catón: «No recuerdo haber recibido golpes». Consideró mejor olvidar la injuria que castigarla. -¿No resultó algún mal, dices, de tanto exceso de insolencia? -Al contrario, mucho bien; aquel hombre aprendió a conocer a Catón. De grandes almas es despreciar las injurias: la venganza más humillante para el agresor es no parecer digno de provocar venganza. Muchos, al pedir reparación por injurias pequeñas, no han hecho más que agravarlas: grande y generoso es aquel que, imitando a las fieras nobles, oye sin conmoverse los impotentes ladridos de los gosquecillos. -Se nos despreciará menos si nos vengamos, dices. -Si llegarnos a la venganza como remedio, lleguemos a ella sin ira, y no porque la venganza sea dulce, sino porque sea útil. Pero frecuentemente mejor es disimular que vengarse."
Libro Segundo - XXXIII,"Las injurias de los poderosos deben soportarse no solamente con paciencia, sino que también con risueño rostro, porque humillarán de nuevo si se persuaden de que han humillado. Lo más repugnante en la insolencia de los afortunados es odiar a aquellos a quienes ofendieron. Conocidísima es la frase de aquel que había envejecido sirviendo a reyes, cuando le preguntaban cómo había llegado a cosa tan rara en la corte, a la vejez: «Recibiendo injurias, contestó, y dando las gracias». Frecuentemente no es provechoso vengar las injurias, siéndolo por el contrario no reconocerlas. Disgustado C. César por la minuciosidad que afectaba en traje y peinado el hijo de Pastor, ilustre caballero romano, le hizo reducir a prisión, y rogándole el padre que perdonase a su hijo, cual si la súplica fuese sentencia de muerte, ordenó en el acto que le llevaran al suplicio. Mas para que no fuese todo inhumano en sus relaciones con el padre, le invitó a cenar aquella misma noche. Pastor acudió sin mostrar el menor disgusto en el semblante. Después de encargar que le vigilasen, César le brindó con una copa grande, y el desgraciado la vació completamente, aunque haciéndolo como si bebiese la sangre de su hijo. Mandole perfumes y coronas, con orden de observar si los aceptaba; los aceptó. El mismo día en que había enterrado al hijo, o mejor dicho, que no pudo enterrarlo, él, centenario, estaba reclinado en el lecho en el banquete de César, y el anciano gotoso hacia libaciones que apenas se permitían el día del nacimiento de un hijo. Durante todo el tiempo no derramó ni una lágrima, ni señal alguna reveló su dolor. Cenó como si hubiese obtenido el perdón de su hijo. ¿Me preguntas por qué? Porque tenía otro. ¿Qué hizo Príamo? ¿no disimuló su ira y abrazó las rodillas del Rey? A sus labios llevó aquella mano funesta, teñida con la sangre de su hijo, y ocupó su lugar en el banquete, pero sin perfumes, sin coronas; su cruel enemigo le instaba, a fuerza de consuelos tomar algún alimento, y a vaciar anchas copas bajo la vista de un vigilante escondido. Aquiles hubiese despreciado al padre troyano si hubiese temido por sí mismo, pero el amor paternal triunfó de la ira. Digno fue Príamo de que se le permitiese, al salir del festín, recoger los restos de su hijo. No permitió esto el joven tirano con su afable y benévolo aspecto; provocando al anciano con frecuentes brindis, le invitaba a desterrar sus penas, y éste, en recompensa, se mostraba regocijado e indiferente a lo que había pasado aquel día. El segundo hijo hubiese perecido, de no quedar el verdugo contento del convidado."
Libro Segundo - XXXIV,"Necesario es abstenerse de la ira, sea contra el igual, sea contra el superior, sea contra el inferior. El resultado de la lucha con el igual es problemático; luchar con el superior es insensato, y vil con el inferior. Despreciable e infeliz es el que devuelve el mordisco: el ratón y la hormiga amenazan la mano que les coge: los seres débiles se creen ofendidos en cuanto se les toca. Nos calmará el recuerdo de los favores recibidos en otro tiempo de aquel contra quien nos irritamos, y el beneficio rescatará la ofensa. Recordemos también la reputación que nos formará nuestra fama de dulzura, y cuántos amigos útiles proporciona la clemencia. No tengamos ira contra los hijos de nuestros enemigos públicos y privados. Uno de los ejemplos de la crueldad de Sila fue haber expulsado de los cargos públicos a los hijos de los proscritos. Nada más injusto que hacer pasar a los hijos el odio que se tuvo a los padres. Preguntémonos, cuando nos cueste trabajo perdonar, si nos convendría que fuesen todos inexorables con nosotros. ¡Cuántas veces implora perdón el que lo negó! ¡Cuántas veces cae a los pies del que rechazó con los suyos! ¿Qué hay más noble que transformar la ira en amistad? ¿Qué aliados más fieles tuvo el pueblo romano que aquellos que por mucho tiempo fueron sus enemigos más encarnizados? ¿Qué sería hoy del Imperio si afortunada previsión no hubiese confundido vencidos y vencedores? ¿Se irrita alguno? atráele tú con beneficios. La lucha cesa en cuanto uno de los dos abandona el puesto: para combatir se necesitan dos. Si se traba pelea, mézclase la ira; triunfa aquel que retrocede primero; el vencedor es vencido. Te ha golpeado, retírate. Al devolverle los golpes, le proporcionarás ocasión de darte más y con excusa; ni podrás desembarazarte de él cuando quieras. ¿Quién querría herir con tal fuerza al enemigo que dejase la mano en la llaga sin poder retirarla? Arma de esta clase es la ira; difícilmente se retira."
Libro Segundo - XXXV,"Elegimos armas convenientes, espada cómoda y fácil de manejar: ¿y no evitaremos las pasiones del alma, mucho más pesadas y que descargan golpes más furiosos e irrevocables? Aquella rapidez agrada en un caballo que se detiene a la voz, que no traspasa el término, que puede regirse a voluntad y reducirse de la carrera al paso. Sabemos que los nervios están enfermos cuando se agitan a pesar nuestro. Solamente los ancianos y los enfermos corren cuando quieren andar. Sanos y vigorosos son aquellos movimientos del alma que siguen nuestro impulso, no los arrastrados por el suyo. Nada, sin embargo, será tan útil como considerar primeramente la deformidad de la ira, y después sus peligros. Ninguna pasión tiene aspecto tan desordenado; afea los semblantes más bellos y descompone los rostros más tranquilos. El hombre irritado pierde toda dignidad, si su toga está plegada, según la costumbre, la dejará arrastrar y olvidará todo cuidada de su persona; si el arte y la naturaleza han dispuesto sus cabellos de manera conveniente, con la ira se erizarán; hincháranse sus venas; oprimida respiración agita su pecho; los furiosos esfuerzos de su voz le dilatan el cuello; estremécense sus miembros, tiemblan sus manos y agítase todo su cuerpo. ¿Qué piensas del estado interior de un alma cuya representación es tan repugnante? ¿Cuánto más terrible deben ser sus rasgos secretos, más ardiente su fermentación, y más vehementes sus arrebatos, fuego terrible que se devoraría a sí mismo si no estallase? Como los enemigos, como las bestias feroces corriendo a la matanza, o por la matanza repugnante, como los monstruos infernales que han imaginado los poetas, con su cinturón de serpientes y su aliento de fuego, las negras Furias del averno lanzándose para enardecer a los combatientes, para sembrar la discordia entre los pueblos y destruir la paz, así podemos representarnos la ira, centelleantes los ojos, aullado, silbando, rechinando y rugiendo, reproduciendo en el huracán los sonidos más siniestros, blandiendo puñales con ambas manos; porque no cuida de cubrirse; torva, ensangrentada, cubierta de cicatrices y lívida con sus propios golpes, con vacilante paso y la razón ofuscada bajo densas nubes, corre de un lado para otro; destruye y se encarniza en su víctima; encuéntrase abrumada con el odio de todos y principalmente con el suyo, y si no puede dañar de otra manera, invoca la destrucción de la tierra, de los mares y del cielo, maldiciendo ala vez que maldita:  Sanguineum quatiens dextra Bellena llagellum,  Aut seissa gaudens vadit iscordia palla. [5]  O si es posible, imagínense rasgos más espantosos para esta repugnante pasión."
Libro Segundo - XXXVI,"Algunos hay, dice Sextio, a quienes aprovechó mirarse al espejo estando irritados: asustados por aquella transformación, creyeron tener delante una realidad, y no se reconocieron. ¡Y cuán lejos está aún esta imagen reflejada por el espejo de su verdadera deformidad! Si el alma pudiera mostrarse a los ojos y reflejarse en cualquier superficie, nos confundiríamos al verla lívida y manchada, espumosa, convulsa e hinchada. Si actualmente vemos aparecer su deformidad a través de los huesos, de las carnes y de multitud de obstáculos, ¿qué sería si la contemplásemos desnuda? «Crees que nadie ha desistido de la ira ante un espejo». ¿Cómo no? correr al espejo para mirarse, es haber desistido ya. Nunca se encuentra más bella la ira que en su más espantosa fealdad, y tal como es quiere parecer. Pero mejor es considerar cuántas veces ha dañado por sí misma. Unos, en ciego arrebato, se cortaron las venas; otros vomitaron sangre por haber esforzado los gritos, y refluyendo con violencia el humor a los ojos, oscureció su limpidez, y los enfermos experimentaron aumento de dolores: nada lleva con más rapidez a la locura. Así, pues, en muchos la demencia no fue otra cosa que continuación de la ira, y una vez perdida la razón no la recuperaron jamás. La demencia impulsó a Ayax a la muerte, y la ira a la demencia. Invocan la muerte sobre sus hijos, sobre ellos la indigencia, la ruina sobre su casa; y estos furiosos niegan su ira, como niegan su locura. Enemigos de sus mejores amigos, peligrosos para aquellos a quienes más quieren, no conociendo de la ley más que los castigos, girando al soplo más ligero, son inaccesibles a las palabras como a los favores. Su único guía es la violencia, y tan dispuestos están a clavaros la espada como a arrojarse sobre ella. Les domina el mayor de todos los males, superior a todos los vicios. Los otros penetran en el alma poco a ; éste la invade desde el primer momento y por completo; domina, en fin, todas las demás  pasiones, y vence al amor más ardiente. Así es que hay amantes que traspasan el pecho de la amada y abrazan locos a su víctima. La avaricia, ese mal inveterado, ese mal tan rebelde, resulta vencido también por la ira; arrástrala a disipar sus riquezas y a entregar a las llamas su casa y sus amontonados tesoros. ¡Cómo! ¿no ha rechazado el ambicioso las insignias que en tanto estima ba y repudiado los honores que le ofrecían? No existe pasión alguna a la que no se sobreponga la ira."
Libro Tercero - I,"Intentaremos hacer ahora, querido Novato, lo que más deseabas, es decir, arrancar la ira, o al menos refrenarla y moderar sus ímpetus. Algunas veces es necesario atacarla de frente y al descubierto, cuando lo permite la debilidad del mal otras por modo indirecto, cuando su excesivo ardimiento se exaspera y recrudece ante los obstáculos. Importa mucho saber si goza de grandes fuerzas y si está en su plenitud; si es necesario azotarla y rechazarla, o ceder al primer ímpetu de la tempestad que arrastraría el dique con ella. Consultar debemos la índole de cada cual; porque algunos se dejan vencer por súplicas, otros contestan a la sumisión con insultos y violencias. Unos se calman ante el terror, otros con reconvenciones; aquéllos con una concesión, éstos con la vergüenza; algunos con el aplazamiento, remedio muy lento para mal tan activo, y al que no debemos resignarnos sino en último caso. Las otras pasiones admiten dilación y su curación puede diferirse; pero ésta, violenta, impetuosa y excitándose a sí misma, no crece insensiblemente, sino que nace completa. No emplea, como los otros vicios, la seducción; arrastra y empuja al hombre fuera de sí, apasionado por el mal al mismo tiempo que lo sufre. Su furor no cae solamente sobre aquel a quien persigue, sino sobre todo lo que encuentra al paso. Los otros vicios impulsan al ánimo, la ira lo precipita; y aunque no sea posible resistir a sus impulsos, al menos las mismas pasiones pueden detenerse; ésta, parecida al rayo, a las tempestades y demás azotes, no puede detenerse, porque avanza cayendo, y la caída aumenta incesantemente sus fuerzas. Los otros vicios alteran la razón; éste la salud; los otros presentan agradable pendiente, que nos oculta sus progresos; la ira es el precipicio del alma. Nada nos persigue como esta pasión, aturdida en sus fuerzas, soberbia después del triunfo, loca después del engaño; el fracaso no la desalienta; si la fortuna le sustrae su adversario, revuelve contra sí misma su furiosa mordedura; no importa cuál sea su origen; nacida de poca cosa, desenvuélvese de un modo inmenso."
Libro Tercero - II,"Ninguna edad perdona; a ningún hombre exceptúa. Pueblos hay que, por su extremada pobreza, no conocen el lujo; otros que, gracias a su vida nómada y activa, se libran de la ociosidad; los que tienen costumbres campestres y vida sencilla no conocen el amojonamiento de los campos, el fraude y los males que nacen del foro. Pero no hay pueblo al que no atormente la ira, tan poderosa entre los Griegos como entre los Bárbaros, tan funesta a los que temen la ley como a los que miden el derecho por la fuerza. Además, las otras pasiones corrompen a los individuos; ésta es la única que a las veces se apodera de toda una nación. Nunca ardió en amor un pueblo entero por una mujer; jamás una ciudad entera cifró su esperanza en el dinero y la ganancia; la ambición domina en pechos aislados; el orgullo no es enfermedad pública. Pero frecuentemente produce la ira levantamientos en masa. Hombres, mujeres, ancianos, niños, jefes y pueblos se encuentran unánimes, y la multitud, agitada por algunas palabras, va más lejos que el agitador. Córrese en el acto al hierro y al fuego; declárase la guerra a los pueblos vecinos; se hace a los conciudadanos; quémanse casas con toda una familia; y el orador querido, colmado de honores en otro tiempo, cae bajo la ira del tumulto que ha producido; legiones vuelven sus armas contra su General; el pueblo entero se separa del Senado; el Senado, ese oráculo de los pueblos, sin esperar las elecciones, sin nombrar un General, improvisa los ministros de su ira, y persiguiendo en las casas nobles jóvenes, él mismo se hace ejecutor de suplicios. Ultrájase a los embajadores, con menosprecio del derecho de gentes, y rabia criminal enardece a la ciudad; no se da tiempo a la ira pública para que se calme, sino que en el acto se lanzan flotas al mar cargadas de soldados que se amontonan apresuradamente en ellas. Nada de formalidades, nada de auspicios: el pueblo se precipita sin otro guía que su ira, sin otras armas que las que le proporciona la casualidad y el pillaje, para expiar después con sangrienta derrota la temeraria audacia de su rabia."
Libro Tercero - III,"Esto es lo que acontece a los Bárbaros que se lanzan ciegamente a la pelea. Cuando la injuria más ligera hiere a estos espíritus móviles, se irritan en seguida, y hacia donde la ira les impulsa caen sobre los pueblos como el huracán, sin orden, sin temor, sin previsión; ávidos de peligros, gloríanse de los golpes recibidos, de arrojarse sobre las espadas, de chocar contra los dardos y de abrirse paso a pesar de las heridas. «Indudable es, dices, que la ira es una fuerza poderosa y destructora; muéstrame, pues, cómo debe curarse». Sin embargo, como dije en libros anteriores, Aristóteles se muestra defensor de la ira, y no prohíbe extirparla. Dice que ella es el aguijón de la virtud; arrancada, queda desarmada el alma, embotada e impotente para las cosas grandes. Necesario es, pues, presentarla en toda su deformidad, en toda su ferocidad, y hacer patente a los ojos qué clase de monstruo es el hombre enfurecido contra el hombre, con cuánta ceguedad se lanza tan funesto para sí mismo como para los demás, y sumergiendo aquello que no puede sumergirse sino con el mismo que lo sumerge. ¡Cómo! ¿podemos llamar sensato al que, arrebatado por un torbellino, antes es empujado que no caminante, se hace esclavo de furioso delirio, y temiendo encargar a otros su venganza, la realiza por sí mismo; es cruel a la vez con la mano y el corazón, verdugo de los que más quiere, de aquellos cuya pérdida ha de llorar muy pronto? ¿Quién querría dar por auxiliar y compañera a la virtud esta pasión que destruye todo consejo, sin el cual nada hace la virtud? Las fuerzas que la fiebre despierta en el enfermo son falaces y pasajeras, y solamente sirven para aumentar el mal. No debes creer que pierdo el tiempo en discusiones inútiles, cuando repruebo la ira como si las opiniones de los hombres estuviesen divididas acerca de ella; puesto que hay un filósofo, y de los más ilustres, que le señala sus funciones, considerándola como útil auxiliar del valor en los combates, de la actividad en los negocios y de todo lo que reclama cierta energía en la ejecución. Para que nadie se engañe suponiendo que puede servir en algún momento, en algún punto, necesario es presentar desnuda esta rabia, loca y desenfrenada; necesario es devolverle todo su aparato, sus potros, sus cuerdas, sus calabozos, sus cruces, las hogueras que enciende alrededor de los cuerpos enterrados vivos, los ganchos para arrastrar los cadáveres, las cadenas de toda forma, los suplicios de toda especie, látigos para desgarrar, estigmas candentes, jaulas de rieras. En medio de estos instrumentos coloca la ira, lanzando roncos y siniestros rugidos y más espantosa aún que todos los elementos de sus torturas."
Libro Tercero - IV,"Aunque se dudase de sus otros caracteres, es muy cierto que ninguna pasión tiene aspecto más horrible, como lo describimos en libros anteriores: áspero, acre; en tanto pálido por la repentina retirada de la sangre; en tanto rojo y como ensangrentado; acudiendo a la superficie todo calor y vida; hinchadas las venas; los ojos ora extraviados y convulsos, ora fijos y concentrados en una sola mirada. Añado a esto los dientes rechinando y buscando presa, no siendo otro su ruido que el que produce el jabalí al aguzarse los colmillos. Añade también los crujidos de las articulaciones cuando se retuerce las manos, las redobladas palpitaciones del corazón, la respiración anhelosa, los suspiros que brotan del fondo del pecho, la desordenada agitación del cuerpo; palabras entrecortadas, bruscas exclamaciones, los labios temblorosos y por momentos comprimidos, de los que brota como un silbido. A fe mía, que la fiera irritada por el hambre o por el dardo que queda clavado en cuerpo, tiene aspecto menos repugnante hasta cuando, en su agonía, alcanza al cazador con el último mordisco, que el hombre ardiendo en ira. ¿Te agradará ahora escuchar sus vociferaciones, sus amenazas, los acentos del alma torturada por ella? ¿No querrá cada cual huir de esta pasión cuando sepa que comienza por su propio suplicio? ¿No quieres que amoneste a aquellos que desde la cumbre del poder ejercitan la ira, viendo en ella una prueba de fuerza, que cuentan entre los mayores bienes de gran fortuna tener la venganza a sus órdenes, diciéndoles que no puede llamarse poderoso, ni siquiera libre, al hombre dominado por la ira? ¿No quieres que se lo diga a fin de que todos sean más vigilantes y observadores de sí mismos, cuando si los otros vicios son propios de las almas perversas, la ira se desliza hasta en el corazón de hombres ilustrados y en los más puros, hasta el punto de que algunos filósofos pretenden que la ira es indicio de sencillez, creyéndose vulgarmente mejores a los que están sujetos a ella?"
Libro Tercero - V,"«Pero ¿a dónde, dirás, nos lleva todo esto?». A que nadie se crea seguro de este vicio, que lleva a la violencia y crueldad, hasta a los caracteres tranquilos y apáticos. De la misma manera que el vigor del cuerpo y las precauciones mejor observadas no preservan de la peste, que indistintamente ataca a los débiles y a los fuertes, así también han de temer la ira los caracteres activos, como los fríos y moderados, a los que prepara tanta más vergüenza y peligro cuanto más los modifica. Pero como nuestro primer deber es evitar la ira, el segundo reprimirla y el tercero curarla en los demás, diré ante todo qué debemos hacer para no caer en ella; en seguida, cómo nos libraremos de su dominio, y últimamente cómo contendremos, cómo calmaremos al iracundo, cómo le devolveremos la tranquilidad. Conseguiremos no encolerizarnos si nos representamos más de una vez todos los vicios de la ira, si la apreciamos en su justo valor. Necesario es que la acusemos y condenemos; necesario es escudriñar todas sus deformidades y presentarlas a la luz, y para que aparezca tal como es, debemos compararla con las pasiones peores. La avaricia adquiere y amontona para que lo aproveche otra mejor que ella; la ira destruye, siendo muy pocos los que no han perdido algo por ella. Un amo violento obliga al esclavo a la fuga; otro a la muerte: ¿no pierde por la ira mucho más que vale lo que la provocó? La ira trae el luto a los padres, el divorcio a los esposos, el odio a los magistrados, a los candidatos el fracaso. Es mucho peor que la lujuria, porque ésta goza con sus propios placeres, aquélla con los sufrimientos ajenos. Sobrepuja a la envidia y a la malevolencia, porque ésta desea el mal, aquélla lo realiza; las primeras se complacen con las desgracias fortuitas, la segunda no espera los reveses de la fortuna; no se contenta con ver padecer al que odia, quiere hacerlo sufrir por sí misma. Nada hay más triste que las enemistades; la ira las provoca. Nada hay más funesto que la guerra; la ira de los grandes la origina; y hasta esas iras individuales y plebeyas no son otra cosa que guerras sin armas ni soldados. Además, aunque prescindamos de los daños que deben seguirla, de las asechanzas y perpetuas inquietudes que dan origen a mutuas luchas, la ira se castiga a sí misma al castigar, porque abdica la naturaleza humana. Esta nos invita al amor, aquélla al odio; la una ordena hacer el bien, la otra el mal. Añade que la ira, aunque pretenda proceder de muy alto y tenga cierto aspecto de grandeza, es sin embargo baja y pequeña; porque no hay nadie que no se crea superior a aquel por quien se cree despreciado. Pero el ánimo levantado que se aprecia en lo que vale, no venga la injuria porque no la siente. Así como las saetas rebotan sobre el cuerpo duro y los golpes descargados sobre masa sólida producen dolor en la mano que hiere, así también ninguna injuria causa impresión en el ánimo noble, sino que se rompe sobre aquello a que ataca. ¡Cuán hermoso es mostrarse impenetrable a todos los dardos, despreciando toda injuria, toda ofensa! Confesarla, es conceder que nos ha herido, y no es alma fuerte la que cede ante el ultraje. El que te ofende es más fuerte o más débil que tú: si es más débil, perdónale; si es más fuerte, perdónate."
Libro Tercero - VI,"No hay señal más cierta de verdadera grandeza que la imparcialidad ante todo lo que pueda acontecer. La región del universo más elevada y mejor ordenada, la vecina a los astros, no amontona nubes, no estalla en tempestades, no rueda en torbellinos; está libre de todo huracán, siendo más abajo donde se forma el rayo. De la misma manera, el ánimo levantado, sereno siempre, colocado en esfera tranquila, sofoca en él todos los gérmenes de la ira, siendo ejemplo de moderación, de orden y majestad: nada de esto encontrarás en el iracundo. ¿Quién es el que entregado a su ofensa y furor no prescinde desde luego de todo comedimiento? ¿Quién en el ímpetu de su rabia y al caer sobre alguno no abandona todo pudor? ¿Quién, una vez irritado, recuerda el número y orden de sus deberes?¿Quién sabe moderar su lengua, contener alguna parte de su cuerpo y dirigirse una vez suelta la rienda? Mucho nos aprovechará aquel saludable precepto de Demócrito: «Nos aseguraremos la tranquilidad si no emprendemos en particular ni en público negocios múltiples o superiores a nuestras fuerzas». El que reparte el día entre multitud de ocupaciones, nunca lo pasará tan felizmente que no encuentre una ofensa por parte de los hombres o de las cosas y que no lo impulse a la ira. El que circula por los barrios más populosos de la ciudad, necesariamente habrá de chocar con muchas personas, siendo arrojado al suelo aquí, detenido allá, salpicado de barro más lejos; y así también en la móvil actividad de agitada vida, encuéntranse muchos obstáculos y muchos contratiempos. Uno defrauda nuestras esperanzas, otro las aplaza, el tercero interrumpe sus frutos; los proyectos no siguen la dirección que se les da, porque a nadie le es tan favorable la fortuna que le complazca en todo lo que intenta. Síguese de esto que el que fracasa en alguna empresa, se impacienta contra los hombres y las cosas; por ligeras causas se irrita con las personas, con los negocios, acusa a los lugares, a la fortuna y a sí mismo. Así, pues, para que el alma esté tranquila, necesario es no agitarla ni fatigarla, lo repito, en el desempeño de múltiples negocios, importunos y superiores a nuestras fuerzas. Fácil es llevar al hombro carga ligera, y pasarla sin peligro de uno a otro; pero nos cuesta mucho trabajo soportar la que nos imponen manos extrañas: agobiados en seguida, la echamos sobre el primero que llega, y mientras permanecemos bajo la carga, su peso nos hace vacilar."
Libro Tercero - VII,"Conviene que sepas que lo mismo sucede en los negocios civiles y domésticos. Los sencillos y expeditos marchan por sí mismos; los graves y superiores a nuestro alcance no se dejan alcanzar fácilmente; y si se llega a ellos, sobrecargan y arrastran al que los maneja, que creyendo haberles dominado, cae bajo ellos. Muchas veces se agota de esta manera la energía, cuando en vez de emprender cosas fáciles, se quiere encontrar fácil lo que se ha emprendido. Siempre que intentes algo, examina tus fuerzas, la naturaleza de tu proyecto y la de tus medios, porque el disgusto del fracaso te producirá despecho. El espíritu ardiente y el frío y sin elevación se diferencian en que el fracaso despierta la ira en el altivo, y la tristeza en el blando e inerte. Deben, pues, ser nuestras acciones ni mezquinas, ni temerarias, ni culpables; que nuestras esperanzas no vayan más allá de nuestro alcance: nada intentemos que, hasta después del triunfo, pueda asombrarnos haberlo conseguido."
